train_mssg,train_spam
"['yes', 'started', 'send', 'request', 'make', 'pain', 'came', 'back', 'back', 'bed', 'double', 'coin', 'factory', 'gotta', 'cash', 'nitros']",ham
"['k', 'tell', 'anything']",ham
"['thank', 'much', 'skyped', 'wit', 'kz', 'sura', 'didnt', 'get', 'pleasure', 'company', 'hope', 'good', 'given', 'ultimatum', 'oh', 'countin', 'aburo', 'enjoy']",ham
['weather'],ham
"['boy', 'made', 'fun', 'today', 'ok', 'problem', 'sent', 'one', 'message', 'fun']",ham
"['match', 'started', 'india', 'lt', 'gt', '2']",ham
"['wait', '4', 'u', 'lor', 'need', '2', 'feel', 'bad', 'lar']",ham
"['yeah', 'leave', 'maybe', '7ish']",ham
"['first', 'answer', 'question']",ham
"['bangbabes', 'ur', 'order', 'way', 'u', 'receive', 'service', 'msg', '2', 'download', 'ur', 'content', 'u', 'goto', 'wap', 'bangb', 'tv', 'ur', 'mobile', 'internet', 'service', 'menu']",spam
"['geeeee', 'internet', 'really', 'bad', 'today', 'eh']",ham
"['could', 'read', 'love', 'answered']",ham
['one'],ham
"['come', 'room', 'cannot', 'come', 'house', 'co', 'house', 'still', 'messy', 'haha']",ham
"['hurting', 'n', 'meaningful', 'line', 'ever', 'compromised', 'everything', 'love', 'end', 'love', 'compromised', 'everything', 'gud', 'mornin']",ham
"['rose', 'red', 'red', 'blood', 'blood', 'heart', 'heart', 'u', 'u', 'send', 'ti', 'ur', 'friend', 'including', 'u', 'like', 'u', 'get', 'back', '1', 'u', 'r', 'poor', 'relation', '2', 'u', 'need', '1', 'support', '3', 'u', 'r', 'frnd', '2', 'many', '4', 'some1', 'luvs', 'u', '5', 'some1', 'praying', 'god', 'marry', 'u', 'try']",ham
"['taxt', 'massage', 'tie', 'po', 'argh', 'ok', 'lool']",ham
"['mean', 'left', 'early', 'check', 'co', 'working', '9', '6']",ham
"['lol', 'forgot', 'eh', 'yes', 'bring', 'babe']",ham
"['crucify', 'c', 'told', 'earlier']",ham
"['hope', 'much', 'fun', 'without', 'see', 'u', 'tomorrow', 'love', 'jess', 'x']",ham
"['sorry', 'call', 'later']",ham
"['fran', 'decided', '2', 'go', 'n', 'e', 'way', 'im', 'completely', 'broke', 'knackered', 'got', 'bout', '3', 'c', 'u', '2mrw', 'love', 'janx', 'p', 'dads', 'fone', 'credit']",ham
"['way', 'transport', 'le', 'problematic', 'sat', 'night', 'way', 'u', 'want', 'ask', 'n', 'join', 'bday', 'feel', 'free', 'need', 'know', 'definite', 'no', 'booking', 'fri']",ham
"['sweet', 'may', 'may', 'go', '4u', 'meet', 'carlos', 'gauge', 'patty', 'interest']",ham
"['good', 'movie', 'ok', 'leave', 'hourish']",ham
"['call', 'plz', 'number', 'show', 'coveragd', 'area', 'urgnt', 'call', 'vasai', 'amp', 'reach', '4', 'clock', 'call', 'plz']",ham
"['yup', 'thk', 'u', 'oso', 'boring', 'wat']",ham
"['finally', 'happened', 'aftr', 'decade', 'beer', 'cheaper', 'petrol', 'goverment', 'expects', 'u', 'drink', 'drive']",ham
"['k', 'sent']",ham
"['really', 'sorry', 'b', 'able', '2', 'friday', 'hope', 'u', 'find', 'alternative', 'hope', 'yr', 'term', 'going', 'ok']",ham
"['yes', 'chatting']",ham
"['want', 'mapquest', 'something', 'look', 'usf', 'dogwood', 'drive', 'tiny', 'street', 'parking', 'lot']",ham
"['didnt', 'get', 'ur', 'full', 'msg', 'sometext', 'missing', 'send']",ham
"['nothing', 'getting', 'msg', 'dis', 'name', 'wit', 'different']",ham
"['hows', 'champ', 'leaving', 'glasgow']",ham
"['shame', 'maybe', 'cld', 'meet', 'hr', 'tomo']",ham
"['usually', 'take', 'fifteen', 'fucking', 'minute', 'respond', 'yes', 'question']",ham
"['2', 'laptop', 'noe', 'infra', 'slow', 'lar', 'wan', 'fast', 'one']",ham
"['loverboy', 'keep', 'coming', 'queen', 'hmmm', 'ache', 'speak', 'miss', 'desparately']",ham
"['every', 'day', 'use', 'sleep', 'lt', 'gt']",ham
"['nosy', 'guess', 'idk', 'reacting', 'freaked']",ham
"['k', 'sure', 'consent', 'form', 'v']",ham
"['wrong', 'phone', 'phone', 'answer', 'one', 'assume', 'people', 'well']",ham
"['urgent', 'call', '09066612661', 'landline', 'complementary', '4', 'tenerife', 'holiday', '10', '000', 'cash', 'await', 'collection', 'sae', 'cs', 'po', 'box', '3', 'wa14', '2px', '150ppm', '18', 'sender', 'hol', 'offer']",spam
"['bugis', 'juz', 'wat', 'walking', 'home', 'oredi', 'ü', 'late', 'reply', 'oso', 'saw', 'top', 'dat', 'like', 'din', 'buy', 'r', 'ü']",ham
"['important', 'customer', 'service', 'announcement', 'call', 'freephone', '0800', '542', '0825']",spam
"['effect', 'irritation', 'ignore']",ham
"['anyway', 'going', 'shopping', 'cos', 'si', 'done', 'yet', 'dun', 'disturb', 'u', 'liao']",ham
"['awarded', 'sipix', 'digital', 'camera', 'call', '09061221061', 'landline', 'delivery', 'within', '28days', 'cs', 'box177', 'm221bp', '2yr', 'warranty', '150ppm', '16', 'p', 'p', '3', '99']",spam
"['think', 'sent', 'text', 'home', 'phone', 'cant', 'display', 'text', 'still', 'want', 'send', 'number']",ham
"['class', 'holla', 'later']",ham
"['sent', 'wife', 'text', 'buy', 'tell', 'relax', 'go', 'get', 'wkend']",ham
"['dint', 'touch']",ham
"['still', 'working', 'time', 'also', 'tried', 'adding', 'zero', 'saving', 'checking', 'lt', 'gt']",ham
"['money', 'wining', 'number', '946', 'wot', 'next']",spam
"['still', 'checked', 'da']",ham
"['reach', '9', 'telling', 'dont', 'know']",ham
['tough'],ham
"['anything', 'lor', 'u', 'decide']",ham
"['thing', 'quick', 'question']",ham
"['saw', 'ron', 'burgundy', 'captaining', 'party', 'boat', 'yeah']",ham
"['u', 'receive', 'msg']",ham
"['gotta', 'collect', 'da', 'car', '6', 'lei']",ham
"['send', 'yetty', 'number', 'pls']",ham
"['waiting', 'e', 'car', 'dat', 'bored', 'wat', 'cos', 'wait', 'outside', 'got', 'nothing', '2', 'home', 'stuff', 'watch', 'tv', 'wat']",ham
"['know', 'mood', 'today']",ham
"['hi', 'babe', 'u', 'r', 'likely', 'bed', 'im', 'sorry', 'tonight', 'really', 'wanna', 'see', 'u', 'tomorrow', 'call', '9', 'love', 'xxx']",ham
"['dont', 'give', 'monkey', 'wot', 'think', 'certainly', 'mind', 'friend', 'mine', 'sleep', 'wiv', 'wud', 'annoyin']",ham
"['review', 'keep', 'fantastic', 'nokia', 'n', 'gage', 'game', 'deck', 'club', 'nokia', 'go', '2', 'www', 'cnupdates', 'com', 'newsletter', 'unsubscribe', 'alert', 'reply', 'word']",spam
"['ooooooh', 'forgot', 'tell', 'u', 'get', 'yoville', 'phone']",ham
"['much', 'buzy']",ham
['fps'],ham
"['oh', 'u', 'must', 'taken', 'real', 'valentine', 'shopping', 'first']",ham
"['ok', 'thanx']",ham
"['tiime', 'let', 'hug', 'break', 'tear']",ham
"['see', 'thought']",ham
"['hey', 'going', 'lo', 'lesson', 'gym']",ham
"['congrats', '1', 'year', 'special', 'cinema', 'pas', '2', 'call', '09061209465', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', '4', 'free', 'bx420', 'ip4', '5we', '150pm', 'dont', 'miss']",spam
"['ummma', 'call', 'check', 'life', 'begin', 'qatar', 'pls', 'pray', 'hard']",ham
"['goodmorning', 'today', 'late', 'lt', 'gt', 'min']",ham
"['theoretically', 'yeah', 'could', 'able', 'come']",ham
"['eerie', 'nokia', 'tone', '4u', 'rply', 'tone', 'title', '8007', 'eg', 'tone', 'dracula', '8007', 'titles', 'ghost', 'addamsfa', 'munsters', 'exorcist', 'twilight', 'www', 'getzed', 'co', 'uk', 'pobox36504w45wq', '150p']",spam
"['dating', 'service', 'asked', '2', 'contact', 'u', 'someone', 'shy', 'call', '09058091870', 'revealed', 'pobox84', 'm26', '3uz', '150p']",spam
"['receiving', 'week', 'triple', 'echo', 'ringtone', 'shortly', 'enjoy']",spam
"['life', 'style', 'garment', 'account', 'please']",ham
"['please', 'give', 'u', 'connection', 'today', 'lt', 'decimal', 'gt', 'refund', 'bill']",ham
"['wat', 'make', 'people', 'dearer', 'de', 'happiness', 'dat', 'u', 'feel', 'u', 'meet', 'de', 'pain', 'u', 'feel', 'u', 'miss', 'dem']",ham
"['dont', 'file', 'bag', 'work', 'called', 'tell', 'find', 'anything', 'room']",ham
"['parents', 'kidz', 'friends', 'n', 'colleagues', 'screaming', 'surprise', 'waiting', 'sofa', 'naked']",ham
"['ok', 'c', 'ya']",ham
"['antha', 'num', 'corrct', 'dane']",ham
"['r', 'u', 'saying', 'order', 'slipper', 'co', 'pay', 'returning']",ham
"['okey', 'dokey', 'swashbuckling', 'stuff', 'oh']",ham
"['ur', 'hmv', 'quiz', 'cash', 'balance', 'currently', '500', 'maximize', 'ur', 'cash', 'send', 'hmv1', '86688', '150p', 'msg']",spam
"['case', 'guess', 'see', 'campus', 'lodge']",ham
"['office', 'na']",ham
"['huh', 'got', 'lesson', '4', 'lei', 'n', 'thinkin', 'going', 'sch', 'earlier', 'n', 'tot', 'parkin', 'kent', 'vale']",ham
"['88066', 'lost', '12', 'help']",spam
"['hope', 'great', 'new', 'semester', 'wish', 'best', 'made', 'greatness']",ham
"['wil', 'lt', 'gt', 'minute', 'got', 'space']",ham
"['loan', 'purpose', '500', '75', '000', 'homeowners', 'tenants', 'welcome', 'previously', 'refused', 'still', 'help', 'call', 'free', '0800', '1956669', 'text', 'back', 'help']",spam
"['wat', 'would', 'u', 'like', '4', 'ur', 'birthday']",ham
"['mobile', '11', 'month', 'u', 'r', 'entitled', 'update', 'latest', 'colour', 'mobile', 'camera', 'free', 'call', 'mobile', 'update', 'co', 'free', '08002986030']",spam
"['boo', 'babe', 'u', 'enjoyin', 'yourjob', 'u', 'seemed', '2', 'b', 'gettin', 'well', 'hunny', 'hope', 'ure', 'ok', 'take', 'care', 'llspeak', '2u', 'soonlots', 'loveme', 'xxxx']",ham
"['dear', 'subscriber', 'ur', 'draw', '4', '100', 'gift', 'voucher', 'b', 'entered', 'receipt', 'correct', 'an', 'elvis', 'presleys', 'birthday', 'txt', 'answer', '80062']",spam
"['sorry', 'im', 'stil', 'fucked', 'last', 'nite', 'went', 'tobed', '430', 'got', '4', 'work', '630']",ham
"['free', 'top', 'ringtone', 'sub', 'weekly', 'ringtone', 'get', '1st', 'week', 'free', 'send', 'subpoly', '81618', '3', 'per', 'week', 'stop', 'sm', '08718727870']",spam
"['compliments', 'away', 'system', 'side']",ham
"['yup', 'hey', 'one', 'day', 'fri', 'ask', 'miwa', 'jiayin', 'take', 'leave', 'go', 'karaoke']",ham
"['bus', 'leaf', 'lt', 'gt']",ham
"['parked', 'next', 'mini', 'coming', 'today', 'think']",ham
"['1', 'go', 'write', 'msg', '2', 'put', 'dictionary', 'mode', '3', 'cover', 'screen', 'hand', '4', 'press', 'lt', 'gt', '5', 'gently', 'remove', 'ur', 'hand', 'interesting']",ham
"['men', 'always', 'need', 'beautiful', 'intelligent', 'caring', 'loving', 'adjustable', 'cooperative', 'wife', 'law', 'allows', 'one', 'wife']",ham
"['point', 'hangin', 'mr', 'right', 'makin', 'u', 'happy']",ham
"['could', 'ask', 'carlos', 'could', 'get', 'anybody', 'else', 'chip']",ham
"['well', 'gonna', 'finish', 'bath', 'good', 'fine', 'night']",ham
"['office', 'around', '4', 'pm', 'going', 'hospital']",ham
"['sun', 'ah', 'thk', 'mayb', 'dun', 'anythin', 'thk', 'book', 'e', 'lesson', 'e', 'pilate', 'orchard', 'mrt', 'u', 'noe', 'hor']",ham
"['need', 'detail', 'online', 'job']",ham
"['thinl', 'role', 'like', 'sachin', 'standing', 'others', 'hit']",ham
"['tell', 'friend', 'plan', 'valentines', 'day', 'lt', 'url', 'gt']",ham
"['askd', 'u', 'question', 'hour', 'answer']",ham
"['excellent', 'spent', 'lt', 'gt', 'year', 'air', 'force', 'iraq', 'afghanistan', 'stable', 'honest', 'like', 'traveling']",ham
"['hot', 'n', 'horny', 'willing', 'live', 'local', 'text', 'reply', 'hear', 'strt', 'back', '150p', 'per', 'msg', 'netcollex', 'ltdhelpdesk', '02085076972', 'reply', 'stop', 'end']",spam
"['white', 'fudge', 'oreos', 'stores']",ham
"['tomorrow', 'going', 'theatre', 'come', 'wherever', 'u', 'call', 'tell', 'come', 'tomorrow']",ham
"['missed', 'call', 'alert', 'number', 'called', 'left', 'message', '07008009200']",spam
"['sitting', 'mu', 'waiting', 'everyone', 'get', 'suite', 'take', 'shower']",ham
"['place', 'man']",ham
"['wan2', 'win', 'meet', 'greet', 'westlife', '4', 'u', 'm8', 'currently', 'tour', '1', 'unbreakable', '2', 'untamed', '3', 'unkempt', 'text', '1', '2', '3', '83049', 'cost', '50p', 'std', 'text']",spam
"['nope', 'b', 'going', '2', 'sch', 'fri', 'quite', 'early', 'lor', 'co', 'mys', 'si', 'got', 'paper', 'da', 'morn']",ham
"['ok', 'would', 'b', 'lovely', 'u', 'r', 'sure', 'think', 'wot', 'u', 'want', 'drinkin', 'dancin', 'eatin', 'cinema', 'u', 'wot']",ham
"['use', 'foreign', 'stamp', 'country']",ham
"['mean', 'still', 'think', 'teju']",ham
"['ta', 'daaaaa', 'home', 'babe', 'still']",ham
"['evry', 'emotion', 'dsn', 'hav', 'words', 'evry', 'wish', 'dsn', 'hav', 'prayrs', 'u', 'smile', 'world', 'wit', 'u', 'othrwise', 'even', 'drop', 'tear', 'dsn', 'lik', '2', 'stay', 'wit', 'u', 'b', 'happy', 'good', 'morning', 'keep', 'smiling']",ham
"['u', 'want', 'xmas', '100', 'free', 'text', 'message', 'new', 'video', 'phone', 'half', 'price', 'line', 'rental', 'call', 'free', '0800', '0721072', 'find']",spam
"['yes', 'obviously', 'egg', 'pert', 'potato', 'head', 'speak', 'soon']",ham
"['ok', 'lor']",ham
"['thanx', '4', '2day', 'u', 'r', 'goodmate', 'think', 'ur', 'rite', 'sary', 'asusual', '1', 'u', 'cheered', 'love', 'u', 'franyxxxxx']",ham
['remember'],ham
"['stalking', 'u']",ham
"['thanx', '4', 'puttin', 'da', 'fone']",ham
"['ü', 'pay', 'first', 'lar', 'da', 'stock', 'comin']",ham
"['also', 'cbe', 'pay']",ham
"['bank', 'say', 'money']",ham
"['hmm', 'shall', 'bring', 'bottle', 'wine', 'keep', 'u', 'amused', 'joking', 'still', 'bring', 'bottle', 'red', 'white', 'see', 'tomorrow']",ham
"['fujitsu', 'series', 'lifebook', 'good']",ham
"['hey', 'charles', 'sorry', 'late', 'reply']",ham
"['total', 'video', 'converter', 'free', 'download', 'type', 'google', 'search']",ham
"['please', 'call', 'amanda', 'regard', 'renewing', 'upgrading', 'current', 'mobile', 'handset', 'free', 'charge', 'offer', 'end', 'today', 'tel', '0845', '021', '3680', 'subject', 'c']",spam
['okie'],ham
"['multimedia', 'message', 'e', 'mail']",ham
"['draw', 'va', 'dont', 'think']",ham
"['winner', 'u', 'specially', 'selected', '2', 'receive', '1000', 'cash', '4', 'holiday', 'flight', 'inc', 'speak', 'live', 'operator', '2', 'claim', '0871277810810']",spam
"['someone', 'year', 'lt', 'gt', 'toyota', 'camry', 'like', 'mr', 'olayiwola', 'mileage', 'lt', 'gt', 'k', 'clean', 'need', 'know', 'much', 'sell', 'raise', 'dough', 'soon', 'landing', 'sell', 'holla', 'back']",ham
"['whats', 'staff', 'name', 'taking', 'class', 'u']",ham
"['mmmmm', 'loved', 'waking', 'word', 'morning', 'miss', 'love', 'hope', 'day', 'go', 'well', 'happy', 'wait', 'u', 'together']",ham
"['know', 'people', 'hit', 'fuck', 'yes']",ham
"['already', 'got', 'flaky', 'parent', 'snot', 'supposed', 'child', 'job', 'support', 'parent', 'ride', 'age', 'anyway', 'supposed', 'support', 'hurt', 'unintentional', 'hurt', 'nonetheless']",ham
"['good', 'afternoon', 'love', 'go', 'day', 'woke', 'early', 'online', 'waiting', 'hmmm', 'italian', 'boy', 'online', 'see', 'grin']",ham
"['hey', 'great', 'deal', 'farm', 'tour', '9am', '5pm', '95', 'pax', '50', 'deposit', '16', 'may']",ham
"['put', 'sign', 'choose', 'number', 'pin', 'show', 'right']",ham
"['hey', 'sorry', 'didntgive', 'ya', 'bellearlier', 'hunny', 'bedbut', 'mite', 'go', '2', 'thepub', 'l8tr', 'uwana', 'mt', 'load', 'luv', 'jenxxx']",ham
"['doubt', 'could', 'handle', '5', 'time', 'per', 'night', 'case']",ham
"['lolnice', 'went', 'fish', 'water']",ham
"['yes', 'innocent', 'fun']",ham
"['god', 'picked', 'flower', 'dippeditinadew', 'lovingly', 'touched', 'itwhichturnedinto', 'u', 'gifted', 'tomeandsaid', 'friend', '4u']",ham
"['got', 'room', 'soon', 'put', 'clock', 'back', 'til', '8', 'shouted', 'everyone', 'get', 'realised', '7', 'wahay', 'another', 'hour', 'bed']",ham
"['wiskey', 'brandy', 'rum', 'gin', 'beer', 'vodka', 'scotch', 'shampain', 'wine', 'kudi', 'yarasu', 'dhina', 'vaazhthukkal']",ham
"['wif', 'family', 'booking', 'tour', 'package']",ham
"['kallis', 'dismissial', '2nd', 'test']",ham
"['neshanth', 'tel', 'r', 'u']",ham
"['lol', 'busy']",ham
"['sim', 'subscriber', 'selected', 'receive', 'bonus', 'get', 'delivered', 'door', 'txt', 'word', 'ok', '88600', 'claim', '150p', 'msg', 'exp', '30apr']",spam
"['hows', 'watch', 'resizing']",ham
"['nice', 'nice', 'working']",ham
"['hmph', 'go', 'head', 'big', 'baller']",ham
"['ard', '515', 'like', 'dat']",ham
"['boy', 'loved', 'gal', 'propsd', 'bt', 'didnt', 'mind', 'gv', 'lv', 'lttrs', 'bt', 'frnds', 'threw', 'thm', 'boy', 'decided', '2', 'aproach', 'gal', 'dt', 'time', 'truck', 'speeding', 'towards', 'gal', 'wn', '2', 'hit', 'girl', 'boy', 'ran', 'like', 'hell', 'n', 'saved', 'asked', 'hw', 'cn', 'u', 'run', 'fast', 'boy', 'replied', 'boost', 'secret', 'energy', 'n', 'instantly', 'girl', 'shouted', 'energy', 'n', 'thy', 'lived', 'happily', '2gthr', 'drinking', 'boost', 'evrydy', 'moral', 'story', 'hv', 'free', 'msg', 'gud', 'ni8']",ham
"['told', 'going', 'got', 'drunk']",ham
"['exactly', 'anyways', 'far', 'jide', 'study', 'visiting']",ham
"['worry', 'easy', 'ingredient']",ham
"['ummmmmaah', 'many', 'many', 'happy', 'return', 'day', 'dear', 'sweet', 'heart', 'happy', 'birthday', 'dear']",ham
"['sorry', 'call', 'later', 'lt', 'gt', 'min']",ham
"['wiskey', 'brandy', 'rum', 'gin', 'beer', 'vodka', 'scotch', 'shampain', 'wine', 'kudi', 'yarasu', 'dhina', 'vaazhthukkal']",ham
"['get', 'official', 'england', 'poly', 'ringtone', 'colour', 'flag', 'yer', 'mobile', 'tonight', 'game', 'text', 'tone', 'flag', '84199', 'optout', 'txt', 'eng', 'stop', 'box39822', 'w111wx', '1', '50']",spam
"['know', 'called']",ham
"['dad', 'went', 'oredi']",ham
"['urgent', 'mobile', 'number', '2000', 'bonus', 'caller', 'prize', '10', '06', '03', '2nd', 'attempt', 'reach', 'call', '09066368753', 'asap', 'box', '97n7qp', '150ppm']",spam
"['hmm', 'uncle', 'informed', 'paying', 'school', 'directly', 'pls', 'buy', 'food']",ham
"['aight', 'sound', 'good', 'want', 'come']",ham
"['sexy', 'sexy', 'cum', 'text', 'im', 'wet', 'warm', 'ready', 'porn', 'u', 'fun', 'msg', 'free', 'recd', 'msgs', '150p', 'inc', 'vat', '2', 'cancel', 'text', 'stop']",spam
"['k', 'sure', 'get', 'noon', 'see']",ham
"['bugis', 'oso', 'near', 'wat']",ham
"['nw', 'came', 'hme', 'da']",ham
"['really', 'sorry', 'lit', 'hair', 'fire']",ham
"['aiyar', 'sorry', 'lor', 'forgot', '2', 'tell', 'u']",ham
"['train', 'back', 'northampton', 'afraid', 'staying', 'skyving', 'today', 'ho', 'ho', 'around', 'wednesday', 'though', 'fancy', 'comedy', 'club', 'week', 'way']",ham
"['good', 'thing', 'getting', 'connection', 'bw']",ham
"['get', '3', 'unless', 'guy', 'want', 'come', 'time', 'sooner']",ham
"['lt', 'gt', 'mca', 'conform']",ham
"['great', 'getting', 'worried', 'know', 'wonderful', 'caring', 'person', 'like', 'best', 'life', 'know', 'u', 'r', 'wonderful', 'god', 'love']",ham
"['gonna', 'ring', 'weekend', 'wot']",ham
"['friendship', 'game', 'play', 'word', 'say', 'start', 'march', 'end', 'may', 'tomorrow', 'yesterday', 'today', 'e']",ham
"['jokin', 'oni', 'lar', 'ü', 'busy', 'wun', 'disturb', 'ü']",ham
"['like', 'people', 'much', 'shy', 'pa']",ham
"['anything', 'lor', 'toa', 'payoh', 'got', 'place', '2', 'walk', 'meh']",ham
"['u', 'made', 'appointment']",ham
"['slow', 'using', 'biola', 'fne']",ham
"['eh', 'ur', 'laptop', 'got', 'stock', 'lei', 'say', 'mon', 'muz', 'come', 'take', 'look', 'c', 'got']",ham
"['k', 'sure', 'relative', 'home', 'sms', 'de', 'pls']",ham
"['know', 'lt', 'gt', 'around', '5']",ham
"['pdate_now', 'double', 'min', '1000', 'txts', 'orange', 'tariff', 'latest', 'motorola', 'sonyericsson', 'nokia', 'bluetooth', 'free', 'call', 'mobileupd8', '08000839402', 'call2optout', 'yhl']",spam
"['howz', 'pain', 'hope', 'u', 'r', 'fine']",ham
"['ok', 'watching', 'tv']",ham
"['haha', 'hope', 'ü', 'hear', 'receipt', 'sound', 'gd', 'luck']",ham
"['boy', 'sweet', 'word', 'left', 'morning', 'sigh', 'go', 'day', 'love', 'start', 'studying']",ham
"['actually', 'sleeping', 'still', 'might', 'u', 'call', 'back', 'text', 'gr8', 'rock', 'si', 'send', 'u', 'text', 'wen', 'wake']",ham
"['tomorrow', 'going', 'theatre', 'come', 'wherever', 'u', 'call', 'tell', 'come', 'tomorrow']",ham
"['told', 'coming', 'wednesday']",ham
"['sorry', 'took', 'long', 'omw']",ham
"['forwarded', '21870000', 'hi', 'mailbox', 'messaging', 'sms', 'alert', '4', 'message', '21', 'match', 'please', 'call', 'back', '09056242159', 'retrieve', 'message', 'match']",spam
"['surely', 'dont', 'forgot', 'come', 'always', 'touch']",ham
"['www', 'applausestore', 'com', 'monthlysubscription', '50p', 'msg', 'max6', 'month', 'csc', 'web', 'age16', '2stop', 'txt', 'stop']",spam
"['otherwise', 'part', 'time', 'job', 'na', 'tuition']",ham
"['yeah', 'imagine', 'would', 'really', 'gentle', 'unlike', 'doc', 'treat', 'patient', 'like', 'turkey']",ham
"['designation', 'software', 'developer', 'may', 'get', 'chennai']",ham
"['ever', 'one', 'foot']",ham
"['urgent', 'mobile', 'number', 'awarded', '2000', 'prize', 'guaranteed', 'call', '09061790126', 'land', 'line', 'claim', '3030', 'valid', '12hrs', '150ppm']",spam
